,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
1420,OlivierMTL(709),Sapporo Premium Beer / Draft Beer,26-Jul-05,2.3,5,3,4,3,8
1421,"shrubber85(13,311)",Sapporo Premium Beer / Draft Beer,23-Jul-05,1.9,3,2,4,2,8
1422,Snoro(306),Sapporo Premium Beer / Draft Beer,23-Jul-05,0.6,1,2,1,1,1
1423,"pintbypint(4,303)",Sapporo Premium Beer / Draft Beer,23-Jul-05,2.9,5,3,6,3,12
1424,tbarnette(105),Sapporo Premium Beer / Draft Beer,22-Jul-05,3.1,7,3,6,3,12
1425,"roder60(1,289)",Sapporo Premium Beer / Draft Beer,19-Jul-05,2.2,4,2,5,2,9
1426,"ehhdayton(1,188)",Sapporo Premium Beer / Draft Beer,12-Jul-05,1.7,2,2,5,2,6
1427,Drinker101(54),Sapporo Premium Beer / Draft Beer,12-Jul-05,2.9,4,3,6,3,13
1428,"stegosaurus(1,882)",Sapporo Premium Beer / Draft Beer,09-Jul-05,2.1,3,2,4,2,10
1429,"Nightfall(1,313)",Sapporo Premium Beer / Draft Beer,05-Jul-05,2.1,3,2,4,2,10
1430,"ABUSEDGOAT(3,842)",Sapporo Premium Beer / Draft Beer,31-Dec-05,1.9,3,2,4,2,8
1431,Smoke3Smokes(72),Sapporo Premium Beer / Draft Beer,26-Jun-05,3.1,6,2,5,3,15
1432,"Choos(1,319)",Sapporo Premium Beer / Draft Beer,21-Jun-05,2.1,3,2,4,2,10
1433,"Strykzone(8,457)",Sapporo Premium Beer / Draft Beer,20-Jun-05,2.2,3,3,4,2,10
1434,"bkurtz(1,329)",Sapporo Premium Beer / Draft Beer,09-Jun-05,1.8,3,2,3,2,8
1435,bbrock81(317),Sapporo Premium Beer / Draft Beer,05-Jun-05,1.2,2,2,1,2,5
1436,mrnutsnbolts(204),Sapporo Premium Beer / Draft Beer,04-Jun-05,1.8,3,2,4,2,7
1437,dhlesq(233),Sapporo Premium Beer / Draft Beer,30-May-05,2.2,3,4,4,3,8
1438,"oh6gdx(26,485)",Sapporo Premium Beer / Draft Beer,19-May-05,1.9,5,2,3,2,7
1439,beerandrugby(210),Sapporo Premium Beer / Draft Beer,13-May-05,2.2,3,2,4,3,10
1440,"Papsoe(25,043)",Sapporo Premium Beer / Draft Beer,14-Jun-05,1.9,4,2,3,2,8
1441,"Juelze(1,146)",Sapporo Premium Beer / Draft Beer,27-Apr-05,2.3,4,3,4,3,9
1442,"Trev(2,023)",Sapporo Premium Beer / Draft Beer,25-Apr-05,2.4,4,2,4,3,11
1443,"KAggie97(3,529)",Sapporo Premium Beer / Draft Beer,17-Apr-05,2,3,2,5,2,8
1444,"MullMan(1,099)",Sapporo Premium Beer / Draft Beer,09-Apr-05,2,4,2,4,2,8
1445,"OhioDad(2,492)",Sapporo Premium Beer / Draft Beer,05-Apr-05,2,2,2,3,2,11
1446,georgekillian(344),Sapporo Premium Beer / Draft Beer,03-Apr-05,1.6,3,2,3,2,6
1447,Brad(363),Sapporo Premium Beer / Draft Beer,01-Apr-05,1.3,3,1,3,1,5
1448,SwedeDog(364),Sapporo Premium Beer / Draft Beer,30-Mar-05,1.7,4,2,3,3,5
1449,"highlandlad(1,480)",Sapporo Premium Beer / Draft Beer,25-Mar-05,1.5,3,2,3,2,5
1450,"can8ianben(1,900)",Sapporo Premium Beer / Draft Beer,20-Mar-05,2.5,5,3,5,2,10
1451,"ALLOVATE(3,559)",Sapporo Premium Beer / Draft Beer,19-Mar-05,2.2,5,2,4,2,9
1452,richlikebeer(839),Sapporo Premium Beer / Draft Beer,14-Mar-05,2,3,2,4,3,8
1453,"dolemike1(1,287)",Sapporo Premium Beer / Draft Beer,09-Mar-05,1.5,3,2,3,2,5
1454,BrockLanders(780),Sapporo Premium Beer / Draft Beer,09-Mar-05,1.9,5,2,3,2,7
1455,"Geiserich(5,482)",Sapporo Premium Beer / Draft Beer,07-Mar-05,2.8,5,4,6,3,10
1456,Hairofthedog(419),Sapporo Premium Beer / Draft Beer,05-Mar-05,2.2,5,4,4,1,8
1457,"Jukkabro(3,484)",Sapporo Premium Beer / Draft Beer,03-Mar-05,1.5,3,2,3,1,6
1458,nmoskop(79),Sapporo Premium Beer / Draft Beer,02-Mar-05,2.2,3,3,5,3,8
1459,"AceOfHearts(1,374)",Sapporo Premium Beer / Draft Beer,01-Mar-05,1.4,3,2,3,2,4
1460,"DavidP(1,745)",Sapporo Premium Beer / Draft Beer,26-Feb-05,2.2,5,2,4,3,8
1461,"ThomasE(5,173)",Sapporo Premium Beer / Draft Beer,25-Feb-05,2.3,5,2,5,2,9
1462,JohnBarleycorn(537),Sapporo Premium Beer / Draft Beer,23-Feb-05,2.4,6,2,4,2,10
1463,pobenohne(504),Sapporo Premium Beer / Draft Beer,21-Feb-05,2.8,5,2,6,3,12
1464,antisnobJP(274),Sapporo Premium Beer / Draft Beer,18-Feb-05,1.8,3,2,4,2,7
1465,"JorisPPattyn(12,251)",Sapporo Premium Beer / Draft Beer,14-Feb-05,2.7,4,4,6,3,10
1466,"Cletus(6,351)",Sapporo Premium Beer / Draft Beer,08-Mar-08,0.6,1,2,1,1,1
1467,Ray1975(251),Sapporo Premium Beer / Draft Beer,09-Feb-05,1,1,2,3,1,3
1468,"SSSteve(4,006)",Sapporo Premium Beer / Draft Beer,25-Mar-05,1.3,2,2,3,2,4
1469,eve(240),Sapporo Premium Beer / Draft Beer,05-Feb-05,1.9,3,3,4,3,6
1470,brocker(99),Sapporo Premium Beer / Draft Beer,13-Jan-07,2.7,3,3,6,4,11
1471,fuyajo(229),Sapporo Premium Beer / Draft Beer,30-Jan-05,2.6,4,3,5,3,11
1472,"Nekronos(4,629)",Sapporo Premium Beer / Draft Beer,01-Feb-06,3.5,8,4,7,4,12
1473,BeerBlockaid(683),Sapporo Premium Beer / Draft Beer,18-Jan-05,0.9,2,2,1,1,3
1474,"willblake(2,654)",Sapporo Premium Beer / Draft Beer,12-Jan-05,0.9,2,2,1,1,3
1475,Jine(903),Sapporo Premium Beer / Draft Beer,10-Jan-05,2.2,4,2,5,2,9
1476,"Tessic(1,879)",Sapporo Premium Beer / Draft Beer,08-Jan-05,2.7,4,4,6,3,10
1477,"nick76(4,441)",Sapporo Premium Beer / Draft Beer,09-Mar-07,1.6,3,2,3,2,6
1478,"joergen(37,067)",Sapporo Premium Beer / Draft Beer,02-Jan-05,2.4,5,3,4,3,9
1479,ChrisPants(317),Sapporo Premium Beer / Draft Beer,01-Jan-05,2.9,4,2,6,4,13
1480,DeepBlack(386),Sapporo Premium Beer / Draft Beer,30-Dec-04,1.5,3,3,3,2,4
1481,"Stew41(2,523)",Sapporo Premium Beer / Draft Beer,29-Dec-04,1.4,3,2,2,2,5
1482,"hayduke(6,095)",Sapporo Premium Beer / Draft Beer,29-Dec-04,0.9,1,1,2,1,4
1483,wnhay(722),Sapporo Premium Beer / Draft Beer,17-Dec-04,1.4,2,2,3,1,6
1484,"Bockyhorsey(2,635)",Sapporo Premium Beer / Draft Beer,23-Nov-04,2.6,5,3,5,3,10
1485,clong83(285),Sapporo Premium Beer / Draft Beer,18-Nov-04,2,3,2,4,2,9
1486,JakeFr5150(23),Sapporo Premium Beer / Draft Beer,17-Nov-04,2.2,5,1,5,2,9
1487,noisycricket(11),Sapporo Premium Beer / Draft Beer,17-Nov-04,3.2,4,3,7,3,15
1488,"JoeMcPhee(11,424)",Sapporo Premium Beer / Draft Beer,07-Nov-04,2,4,3,4,2,7
1489,BennyTicklez(621),Sapporo Premium Beer / Draft Beer,01-Nov-04,2.4,4,3,5,3,9
1490,jcc83(137),Sapporo Premium Beer / Draft Beer,31-Oct-04,1.7,3,2,3,2,7
1491,Misformore(34),Sapporo Premium Beer / Draft Beer,26-Oct-04,2.6,3,4,5,2,12
1492,"JonMoore(2,100)",Sapporo Premium Beer / Draft Beer,09-Oct-04,2.6,5,3,6,2,10
1493,hellomynameis(877),Sapporo Premium Beer / Draft Beer,08-Oct-04,2.1,4,2,4,3,8
1494,"Marko(10,883)",Sapporo Premium Beer / Draft Beer,16-Sep-14,2.3,4,3,5,2,9
1495,"IMtheOptimator(1,170)",Sapporo Premium Beer / Draft Beer,03-Oct-04,2,3,2,4,2,9
1496,Padron4KM(824),Sapporo Premium Beer / Draft Beer,03-Oct-04,1.2,2,3,2,2,3
1497,BrewEd(182),Sapporo Premium Beer / Draft Beer,03-Oct-04,2.1,3,3,4,2,9
1498,tsarman(794),Sapporo Premium Beer / Draft Beer,27-Sep-04,2.5,3,2,5,3,12
1499,"zathrus13(1,776)",Sapporo Premium Beer / Draft Beer,26-Sep-04,3.1,6,3,6,3,13
1500,Mullo(102),Sapporo Premium Beer / Draft Beer,22-Sep-04,3.3,6,3,7,4,13
1501,"FlacoAlto(4,421)",Sapporo Premium Beer / Draft Beer,22-Sep-04,3,5,4,6,4,11
1502,"jimmack(1,223)",Sapporo Premium Beer / Draft Beer,19-Sep-04,2.1,4,3,4,2,8
1503,"Pigfoot(2,268)",Sapporo Premium Beer / Draft Beer,14-Sep-04,0.9,2,3,1,1,2
1504,dirkules(629),Sapporo Premium Beer / Draft Beer,12-Sep-04,2.7,5,3,6,2,11
1505,"Cornfield(5,569)",Sapporo Premium Beer / Draft Beer,09-Sep-04,2.2,3,3,5,3,8
1506,"MrManning(2,009)",Sapporo Premium Beer / Draft Beer,31-Aug-04,2.1,4,3,4,3,7
1507,Aarleks(409),Sapporo Premium Beer / Draft Beer,24-Aug-04,2.3,4,3,5,3,8
1508,"zach8270(4,021)",Sapporo Premium Beer / Draft Beer,08-Dec-08,2.2,4,2,5,2,9
1509,"RichJ7(1,175)",Sapporo Premium Beer / Draft Beer,24-Aug-04,2.1,4,3,4,2,8
1510,"OKBeer(1,175)",Sapporo Premium Beer / Draft Beer,21-Aug-04,1.6,3,2,3,2,6
1511,run20six2(123),Sapporo Premium Beer / Draft Beer,17-Aug-04,3.7,8,3,6,4,16
1512,"TBone(23,694)",Sapporo Premium Beer / Draft Beer,12-Aug-04,1.9,5,2,3,2,7
1513,"mjg74(3,627)",Sapporo Premium Beer / Draft Beer,09-Aug-04,2.2,3,3,5,3,8
1514,mongkut4(132),Sapporo Premium Beer / Draft Beer,09-Aug-04,1.8,3,2,4,2,7
1515,"Walt(2,449)",Sapporo Premium Beer / Draft Beer,06-Aug-04,1.2,2,2,2,2,4
1516,SHD(17),Sapporo Premium Beer / Draft Beer,04-Aug-04,3.1,6,4,6,3,12
1517,"Boutip(8,129)",Sapporo Premium Beer / Draft Beer,04-Aug-04,1.5,3,3,3,1,5
1518,"Emil(6,063)",Sapporo Premium Beer / Draft Beer,03-Aug-04,1.9,3,2,4,2,8
1519,"turbo(1,271)",Sapporo Premium Beer / Draft Beer,31-Jul-04,1.7,1,2,3,1,10
1520,"hopdog(18,154)",Sapporo Premium Beer / Draft Beer,30-Jul-04,2.1,3,3,4,3,8
1521,"AleDrinker(1,089)",Sapporo Premium Beer / Draft Beer,25-Jul-04,2.2,3,3,5,3,8
1522,dthmtldgn(32),Sapporo Premium Beer / Draft Beer,24-Jul-04,2.4,3,4,5,3,9
1523,Dough77(822),Sapporo Premium Beer / Draft Beer,19-Jul-04,3.2,6,3,7,4,12
1524,"bb(13,575)",Sapporo Premium Beer / Draft Beer,19-Jul-04,2.2,5,2,4,3,8
1525,"wilkie(1,208)",Sapporo Premium Beer / Draft Beer,13-Jul-04,1.9,2,3,4,2,8
1526,jgentgesdo(696),Sapporo Premium Beer / Draft Beer,05-Jul-04,2.1,3,2,4,2,10
1527,nickchalk(229),Sapporo Premium Beer / Draft Beer,04-Jul-04,0.8,2,1,1,1,3
1528,oldmonk420(26),Sapporo Premium Beer / Draft Beer,01-Jul-04,4.7,9,5,9,4,20
1529,"pootzboy(2,010)",Sapporo Premium Beer / Draft Beer,28-Jun-04,2,4,3,4,2,7
1530,"Lumpy(1,802)",Sapporo Premium Beer / Draft Beer,27-Jun-04,2,3,3,4,2,8
1531,"Hildigöltur(5,102)",Sapporo Premium Beer / Draft Beer,25-Jun-04,1.2,2,2,2,2,4
1532,"harlequinn(2,744)",Sapporo Premium Beer / Draft Beer,24-Jun-04,2.7,6,3,5,3,10
1533,"leaparsons(12,356)",Sapporo Premium Beer / Draft Beer,23-Jun-04,2.5,5,3,5,3,9
1534,"eboats(1,115)",Sapporo Premium Beer / Draft Beer,22-Jun-04,1.1,3,1,3,1,3
1535,mohawksin(187),Sapporo Premium Beer / Draft Beer,20-Jun-04,2,3,3,4,2,8
1536,"DanielBrown(4,668)",Sapporo Premium Beer / Draft Beer,14-Jun-04,2.9,6,3,6,3,11
1537,"robertsreality(2,458)",Sapporo Premium Beer / Draft Beer,12-Jun-04,2.5,3,3,4,2,13
1538,"thegreenrooster(5,960)",Sapporo Premium Beer / Draft Beer,06-Jun-04,1.9,3,3,3,3,7
1539,"00cobraR(1,103)",Sapporo Premium Beer / Draft Beer,31-May-04,1.6,3,2,3,2,6
1540,beanmedic(348),Sapporo Premium Beer / Draft Beer,25-May-04,1.7,4,1,3,1,8
1541,"Kåstå(1,273)",Sapporo Premium Beer / Draft Beer,24-May-04,2.5,5,3,5,3,9
1542,"Silphium(3,544)",Sapporo Premium Beer / Draft Beer,21-May-04,2,4,2,4,2,8
1543,Onon(11),Sapporo Premium Beer / Draft Beer,21-May-04,2.2,5,2,5,2,8
1544,"aracauna(4,031)",Sapporo Premium Beer / Draft Beer,14-May-04,2.9,7,3,5,2,12
1545,grant60(185),Sapporo Premium Beer / Draft Beer,14-May-04,2.4,4,3,5,3,9
1546,"Crockett(1,164)",Sapporo Premium Beer / Draft Beer,11-May-04,1.6,4,2,3,1,6
1547,wulfhere(218),Sapporo Premium Beer / Draft Beer,27-Apr-04,2.9,5,3,7,3,11
1548,shintriad(701),Sapporo Premium Beer / Draft Beer,25-Apr-04,2.5,5,2,5,3,10
1549,Sancho(245),Sapporo Premium Beer / Draft Beer,19-Jul-04,1.1,1,1,3,2,4
1550,"SledgeJr(3,577)",Sapporo Premium Beer / Draft Beer,21-Apr-04,1.5,2,2,3,2,6
1551,OD40oz(772),Sapporo Premium Beer / Draft Beer,13-Apr-04,3.1,5,2,6,2,16
1552,Jayson2425(167),Sapporo Premium Beer / Draft Beer,13-Apr-04,3.7,8,4,7,3,15
1553,"DocLock(11,545)",Sapporo Premium Beer / Draft Beer,10-Apr-04,1.3,2,2,3,2,4
1554,mockerboy(52),Sapporo Premium Beer / Draft Beer,10-Apr-04,0.8,1,1,1,1,4
1555,Beer Snob(501),Sapporo Premium Beer / Draft Beer,05-Jun-05,2.3,5,2,5,2,9
1556,DUbrew(49),Sapporo Premium Beer / Draft Beer,06-Apr-04,1.5,1,1,1,1,11
1557,clutchrogers(90),Sapporo Premium Beer / Draft Beer,06-Apr-04,2.7,4,3,6,3,11
1558,anickell(14),Sapporo Premium Beer / Draft Beer,05-Apr-04,2,5,3,5,2,5
1559,SimonLarsen(210),Sapporo Premium Beer / Draft Beer,02-Apr-04,2,4,2,3,3,8
1560,"hershiser2(7,101)",Sapporo Premium Beer / Draft Beer,30-Mar-04,1.9,3,3,3,2,8
1561,"Eructoblaster(6,621)",Sapporo Premium Beer / Draft Beer,29-Mar-04,1.9,5,2,3,2,7
1562,mullet(849),Sapporo Premium Beer / Draft Beer,24-Mar-04,1.2,3,1,2,2,4
1563,caledonian(367),Sapporo Premium Beer / Draft Beer,21-Mar-04,2,3,2,4,2,9
1564,unclebleen(620),Sapporo Premium Beer / Draft Beer,20-Mar-04,1.9,3,3,4,2,7
1565,"tiggmtl(4,542)",Sapporo Premium Beer / Draft Beer,11-Mar-04,2.4,6,4,6,1,7
1566,spkldhenlvr24(517),Sapporo Premium Beer / Draft Beer,09-Mar-04,2.7,4,3,5,3,12
1567,"JCapriotti(1,379)",Sapporo Premium Beer / Draft Beer,29-Feb-04,1.4,2,3,3,2,4
1568,DKlovesbeer(172),Sapporo Premium Beer / Draft Beer,29-Feb-04,2.4,5,2,5,2,10
1569,Gromit(478),Sapporo Premium Beer / Draft Beer,29-Feb-04,2.1,4,3,4,3,7
1570,becksgenius(110),Sapporo Premium Beer / Draft Beer,22-Feb-04,1.8,3,3,4,2,6
1571,beerhugger(572),Sapporo Premium Beer / Draft Beer,21-Feb-04,1.8,2,1,5,2,8
1572,"sayravai(4,710)",Sapporo Premium Beer / Draft Beer,18-May-07,1.7,2,3,4,2,6
1573,AcctError10541(9),Sapporo Premium Beer / Draft Beer,16-Feb-04,2.5,5,2,6,2,10
1574,Michael Tuguigui(16),Sapporo Premium Beer / Draft Beer,15-Feb-04,2.9,5,3,6,3,12
1575,"bitter(1,136)",Sapporo Premium Beer / Draft Beer,10-Feb-04,2.9,5,4,5,4,11
1576,mutant(854),Sapporo Premium Beer / Draft Beer,06-Feb-04,2,5,3,3,2,7
1577,envane(586),Sapporo Premium Beer / Draft Beer,06-Feb-04,1.9,3,3,3,3,7
1578,Spanner(60),Sapporo Premium Beer / Draft Beer,04-Feb-04,4.3,10,4,8,5,16
1579,"piscator34(3,298)",Sapporo Premium Beer / Draft Beer,02-Feb-04,2.2,4,2,4,2,10
1580,Jedsbrew(464),Sapporo Premium Beer / Draft Beer,02-Feb-04,1.9,3,4,3,4,5
1581,"r464(2,764)",Sapporo Premium Beer / Draft Beer,21-Jan-04,2.5,4,3,5,3,10
1582,jdog76(85),Sapporo Premium Beer / Draft Beer,19-Jan-04,2.6,5,3,4,3,11
1583,"igneous1(1,556)",Sapporo Premium Beer / Draft Beer,19-Jan-04,1.8,3,3,3,2,7
1584,"kwoeltje(2,234)",Sapporo Premium Beer / Draft Beer,18-Jan-04,2.7,6,3,5,3,10
1585,"raymow(2,693)",Sapporo Premium Beer / Draft Beer,10-Jan-04,2.2,3,1,5,3,10
1586,"Suttree(7,120)",Sapporo Premium Beer / Draft Beer,03-Jan-04,2.1,4,3,4,3,7
1587,"3fourths(9,493)",Sapporo Premium Beer / Draft Beer,03-Jan-04,2.4,6,2,4,3,9
1588,brewboy(152),Sapporo Premium Beer / Draft Beer,30-Dec-03,2,5,2,3,2,8
1589,"IPFreely(1,470)",Sapporo Premium Beer / Draft Beer,29-Dec-03,1.8,3,2,4,2,7
1590,Kalli(502),Sapporo Premium Beer / Draft Beer,20-Dec-03,1.4,2,3,2,2,5
1591,vtcbeerboy(19),Sapporo Premium Beer / Draft Beer,07-Dec-03,1.4,3,2,2,2,5
1592,GEOBRAU(188),Sapporo Premium Beer / Draft Beer,07-Dec-03,2.9,4,3,6,3,13
1593,"Dorwart(2,698)",Sapporo Premium Beer / Draft Beer,05-Dec-03,1.9,3,2,4,3,7
1594,"Reid(3,246)",Sapporo Premium Beer / Draft Beer,21-Nov-03,1.3,3,2,1,2,5
1595,Probiere(992),Sapporo Premium Beer / Draft Beer,19-Nov-03,2.1,4,2,4,2,9
1596,kumite56(481),Sapporo Premium Beer / Draft Beer,18-Nov-03,2.5,5,2,5,3,10
1597,"bu11zeye(13,702)",Sapporo Premium Beer / Draft Beer,29-Sep-05,1.8,4,2,3,2,7
1598,"heemer77(5,658)",Sapporo Premium Beer / Draft Beer,10-Nov-03,1.7,2,2,3,2,8
1599,"JPDIPSO(6,608)",Sapporo Premium Beer / Draft Beer,09-Nov-03,1,2,2,2,1,3
1600,"ghawener(1,656)",Sapporo Premium Beer / Draft Beer,02-May-05,1.3,2,2,1,2,6
1601,thehoff(598),Sapporo Premium Beer / Draft Beer,22-Oct-03,2.8,5,3,6,4,10
1602,"Sully(1,380)",Sapporo Premium Beer / Draft Beer,21-Oct-03,1.5,3,2,3,2,5
1603,lasonovich(151),Sapporo Premium Beer / Draft Beer,21-Oct-03,3.1,6,3,7,3,12
1604,ancherrera(162),Sapporo Premium Beer / Draft Beer,20-Oct-03,2.4,4,2,4,4,10
1605,"whaleman(2,178)",Sapporo Premium Beer / Draft Beer,19-Oct-03,2,4,2,3,2,9
1606,Beloved Beer(278),Sapporo Premium Beer / Draft Beer,17-Oct-03,1.6,4,2,4,2,4
1607,"DrnkMcDermott(3,640)",Sapporo Premium Beer / Draft Beer,08-Dec-03,1.8,4,3,4,2,5
1608,y0cola(361),Sapporo Premium Beer / Draft Beer,10-Oct-03,1.2,2,1,2,3,4
1609,"jtw(1,170)",Sapporo Premium Beer / Draft Beer,06-Oct-03,2.9,8,2,5,3,11
1610,"SDbruboy(1,863)",Sapporo Premium Beer / Draft Beer,03-Oct-03,2.4,5,2,5,3,9
1611,scoobyluv(511),Sapporo Premium Beer / Draft Beer,02-Oct-03,2.1,4,3,4,2,8
1612,"JoeM500(1,909)",Sapporo Premium Beer / Draft Beer,17-Sep-03,2.1,4,2,4,2,9
1613,"TheBeerGod(6,415)",Sapporo Premium Beer / Draft Beer,02-Oct-03,2.2,4,2,4,3,9
1614,"Braudog(7,989)",Sapporo Premium Beer / Draft Beer,09-Sep-03,2.2,7,3,4,2,6
1615,vwsteggie(684),Sapporo Premium Beer / Draft Beer,06-Sep-03,2.9,5,3,6,3,12
1616,weusebio(69),Sapporo Premium Beer / Draft Beer,03-Sep-03,1.9,4,2,3,2,8
1617,"brownaler(1,005)",Sapporo Premium Beer / Draft Beer,29-Aug-03,2.2,5,2,5,3,7
1618,Uglyradio(790),Sapporo Premium Beer / Draft Beer,26-Aug-03,2.6,5,3,5,3,10
1619,beastdog75(368),Sapporo Premium Beer / Draft Beer,20-Aug-03,2.6,5,3,5,2,11
1620,FtWorthBrew(105),Sapporo Premium Beer / Draft Beer,20-Aug-03,2,5,3,5,1,6
1621,"hopscotch(11,918)",Sapporo Premium Beer / Draft Beer,17-Aug-03,2.2,5,3,5,3,6
1622,AcctError7833(155),Sapporo Premium Beer / Draft Beer,12-Aug-03,2.7,4,3,5,3,12
1623,"larsniclas(8,941)",Sapporo Premium Beer / Draft Beer,11-Aug-03,2.3,3,2,5,3,10
1624,Rockinout(966),Sapporo Premium Beer / Draft Beer,05-Aug-03,1.6,3,2,3,2,6
1625,"rickgordon(3,878)",Sapporo Premium Beer / Draft Beer,04-Aug-03,2.2,4,2,4,2,10
1626,roomtempbeer(185),Sapporo Premium Beer / Draft Beer,02-Aug-03,0.8,1,1,2,2,2
1627,"Drew(2,411)",Sapporo Premium Beer / Draft Beer,26-Apr-04,2.2,4,2,4,2,10
1628,"MaBeer1972(2,410)",Sapporo Premium Beer / Draft Beer,26-Jul-03,1.8,3,3,3,2,7
1629,Steib(613),Sapporo Premium Beer / Draft Beer,25-Jul-03,2.8,4,3,6,3,12
1630,"Rastacouere(6,175)",Sapporo Premium Beer / Draft Beer,11-Apr-04,2.4,4,2,6,3,9
1631,ferox(84),Sapporo Premium Beer / Draft Beer,19-Jul-03,2.1,4,2,3,3,9
1632,"bluevegie(3,073)",Sapporo Premium Beer / Draft Beer,17-Jul-03,2.5,3,3,4,3,12
1633,ericnixon(745),Sapporo Premium Beer / Draft Beer,17-Jul-03,1.1,2,1,3,2,3
1634,djbuddha(105),Sapporo Premium Beer / Draft Beer,16-Jul-03,3,6,3,6,3,12
1635,"beermatrix(1,497)",Sapporo Premium Beer / Draft Beer,15-Jul-03,2.9,5,3,5,3,13
1636,"WabashMan(1,028)",Sapporo Premium Beer / Draft Beer,14-Jul-03,2.2,5,3,3,2,9
1637,surfahoy(1),Sapporo Premium Beer / Draft Beer,11-Jul-03,5,10,5,10,5,20
1638,Cashazza(217),Sapporo Premium Beer / Draft Beer,07-Jul-03,2.2,4,2,5,2,9
1639,"TChrome(1,497)",Sapporo Premium Beer / Draft Beer,03-Jul-03,2.8,6,3,6,2,11
1640,bob32256(171),Sapporo Premium Beer / Draft Beer,03-Jul-03,1.7,4,4,3,2,4
1641,"haukur(2,184)",Sapporo Premium Beer / Draft Beer,27-Jun-03,2.7,2,3,6,3,13
1642,"Shag(3,465)",Sapporo Premium Beer / Draft Beer,27-Jun-03,2,4,2,4,1,9
1643,sethdude(708),Sapporo Premium Beer / Draft Beer,22-Jun-03,1.5,1,1,4,1,8
1644,celogan(219),Sapporo Premium Beer / Draft Beer,16-Jun-03,1.1,1,1,3,1,5
1645,Kasteelfreak(341),Sapporo Premium Beer / Draft Beer,11-Jun-03,2.9,5,2,6,3,13
1646,"RichardGretton(5,313)",Sapporo Premium Beer / Draft Beer,06-Jun-03,3.2,7,3,7,3,12
1647,"ClarkVV(8,638)",Sapporo Premium Beer / Draft Beer,01-Apr-05,1.9,3,2,4,2,8
1648,mribm(466),Sapporo Premium Beer / Draft Beer,26-May-03,2,1,4,4,3,8
1649,wnp22(698),Sapporo Premium Beer / Draft Beer,21-May-03,2.3,4,3,4,3,9
1650,Roli(406),Sapporo Premium Beer / Draft Beer,17-May-03,3,6,4,5,3,12
1651,"SubstanceT(1,092)",Sapporo Premium Beer / Draft Beer,14-May-03,2.2,5,3,4,3,7
1652,CEZ(416),Sapporo Premium Beer / Draft Beer,23-Dec-03,2.3,4,2,6,3,8
1653,"Spiesy(2,344)",Sapporo Premium Beer / Draft Beer,10-May-03,3,6,3,7,3,11
1654,"JohnC(3,007)",Sapporo Premium Beer / Draft Beer,10-May-03,2.3,4,2,3,3,11
1655,burgerlicious(308),Sapporo Premium Beer / Draft Beer,30-Apr-03,2.5,4,3,5,2,11
1656,bac080(398),Sapporo Premium Beer / Draft Beer,30-Apr-03,1.7,3,3,3,2,6
1657,jskendzel(602),Sapporo Premium Beer / Draft Beer,27-Apr-03,2.2,5,3,4,3,7
1658,"hotstuff(5,394)",Sapporo Premium Beer / Draft Beer,20-Apr-03,2.4,4,3,5,3,9
1659,"thedm(6,316)",Sapporo Premium Beer / Draft Beer,05-Jun-03,2,4,2,4,2,8
1660,LiebeBier(808),Sapporo Premium Beer / Draft Beer,15-Apr-03,2.5,3,3,5,3,11
1661,"Panzuriel(2,662)",Sapporo Premium Beer / Draft Beer,14-Apr-03,2.5,6,2,4,2,11
1662,seuinoz(303),Sapporo Premium Beer / Draft Beer,11-Apr-03,3.8,8,5,6,4,15
1663,nigos(631),Sapporo Premium Beer / Draft Beer,07-Apr-03,1.8,3,3,4,1,7
1664,AustinMilbarge(681),Sapporo Premium Beer / Draft Beer,03-Apr-03,2.5,5,2,5,3,10
1665,WisconsinBeer(716),Sapporo Premium Beer / Draft Beer,01-Apr-03,2.5,5,2,6,2,10
1666,"redlem(1,308)",Sapporo Premium Beer / Draft Beer,29-Mar-03,1.7,3,3,3,3,5
1667,PBOYNY(316),Sapporo Premium Beer / Draft Beer,28-Mar-03,2.2,8,3,3,2,6
1668,srwalker155210(108),Sapporo Premium Beer / Draft Beer,14-Mar-03,2,2,2,5,3,8
1669,wheatbeerboy(103),Sapporo Premium Beer / Draft Beer,10-Mar-03,1.5,2,3,3,2,5
1670,"Holdwine(1,245)",Sapporo Premium Beer / Draft Beer,10-Mar-03,2.3,4,3,3,3,10
1671,clvand0(350),Sapporo Premium Beer / Draft Beer,04-Mar-03,3.7,7,4,7,4,15
1672,cornhusker01(76),Sapporo Premium Beer / Draft Beer,03-Mar-03,2.8,4,3,5,3,13
1673,evinal(78),Sapporo Premium Beer / Draft Beer,02-Mar-03,2.8,5,3,5,3,12
1674,"crazyvin(2,026)",Sapporo Premium Beer / Draft Beer,01-Mar-03,1.5,2,3,1,4,5
1675,EricTheRed(82),Sapporo Premium Beer / Draft Beer,24-Feb-03,1.9,3,3,4,2,7
1676,dev(50),Sapporo Premium Beer / Draft Beer,23-Feb-03,2,3,2,4,2,9
1677,pwyman(71),Sapporo Premium Beer / Draft Beer,22-Feb-03,2.4,3,3,5,3,10
1678,"BeerPrince(1,701)",Sapporo Premium Beer / Draft Beer,18-Feb-03,1.5,2,4,2,3,4
1679,beerluvindave(194),Sapporo Premium Beer / Draft Beer,18-Feb-03,2.6,5,2,5,3,11
