,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
3827,"Rastacouere(6,175)",Pilsner Urquell,03-Dec-04,3.8,7,3,8,4,16
3828,"rlgk(18,838)",Pilsner Urquell,16-Sep-05,3.5,7,3,7,3,15
3831,EKGoldings(797),Pilsner Urquell,12-Jan-08,4.5,9,5,8,5,18
3834,"Ron(5,853)",Pilsner Urquell,08-Jul-03,4.1,8,4,8,4,17
3835,"BBB63(6,567)",Pilsner Urquell,06-Jul-03,3.5,6,4,7,4,14
3836,"TipsyMcStager(1,140)",Pilsner Urquell,03-Jul-03,3.4,6,4,7,3,14
3837,"SDbruboy(1,863)",Pilsner Urquell,03-Jul-03,3.7,7,4,7,4,15
3842,"Silphium(3,544)",Pilsner Urquell,22-Jun-03,3.3,5,3,7,4,14
3844,CEZ(416),Pilsner Urquell,16-Jun-03,3.4,4,4,8,3,15
3847,"DragonStout(1,416)",Pilsner Urquell,11-Jun-03,4.0,7,4,8,4,17
3848,"MrRomero(1,976)",Pilsner Urquell,10-Jun-03,2.9,6,3,6,3,11
3850,"whaleman(2,178)",Pilsner Urquell,30-Jan-05,3.5,7,4,7,3,14
3857,"Kinz(3,786)",Pilsner Urquell,24-May-03,3.9,7,4,7,4,17
3859,wnp22(698),Pilsner Urquell,20-May-03,3.5,7,4,7,4,13
3861,"Sully(1,380)",Pilsner Urquell,23-Mar-05,3.7,7,4,7,4,15
3863,"Spiesy(2,344)",Pilsner Urquell,12-May-03,2.8,5,3,6,3,11
3865,"desurfer(1,301)",Pilsner Urquell,13-Mar-05,3.7,7,3,8,5,14
3868,"crazyvin(2,026)",Pilsner Urquell,20-Oct-03,4.4,9,4,9,5,17
3869,"GregClow(3,402)",Pilsner Urquell,28-Apr-03,4.2,8,4,9,4,17
3871,LiebeBier(808),Pilsner Urquell,27-Apr-03,4.0,7,4,8,4,17
3872,UNCCTF(589),Pilsner Urquell,20-Apr-03,3.4,5,4,8,4,13
3873,"DrnkMcDermott(3,640)",Pilsner Urquell,14-Apr-03,3.9,7,4,8,3,17
3877,"MartinT(10,698)",Pilsner Urquell,01-Apr-17,3.5,7,3,7,3,15
3879,"Shag(3,465)",Pilsner Urquell,16-Jul-03,3.5,6,3,7,4,15
3883,AustinMilbarge(681),Pilsner Urquell,21-Mar-03,3.3,6,3,6,3,15
3884,"skortila(6,537)",Pilsner Urquell,05-May-05,3.5,6,3,7,4,15
3890,"Frank(4,478)",Pilsner Urquell,10-Apr-03,3.9,6,3,9,5,16
3893,"JK(7,129)",Pilsner Urquell,25-Jul-06,3.5,7,3,7,3,15
3895,celogan(219),Pilsner Urquell,05-Mar-03,4.2,8,5,8,4,17
3896,"rickgordon(3,878)",Pilsner Urquell,05-Jan-04,3.7,7,4,7,4,15
3899,"DougShoemaker(3,146)",Pilsner Urquell,01-Mar-03,3.8,7,3,8,4,16
3901,"Boystout(1,000)",Pilsner Urquell,05-Jan-05,3.7,8,4,7,4,14
3910,"Terminus(3,784)",Pilsner Urquell,20-Feb-03,3.4,7,3,7,3,14
3911,"BeerPrince(1,701)",Pilsner Urquell,17-Feb-03,3.4,7,3,7,3,14
3915,"WISEGUY572(1,377)",Pilsner Urquell,13-Feb-03,3.7,7,4,7,4,15
3918,"WabashMan(1,028)",Pilsner Urquell,07-Oct-15,3.4,7,4,6,3,14
3920,"OKBeer(1,175)",Pilsner Urquell,06-Mar-07,3.2,7,3,7,3,12
3924,"kwoeltje(2,234)",Pilsner Urquell,01-Feb-03,3.1,5,4,7,3,12
3925,"freekyp(3,691)",Pilsner Urquell,02-Apr-18,3.0,4,3,6,4,13
3926,"redlem(1,308)",Pilsner Urquell,04-Jul-07,4.1,7,4,8,5,17
3929,"harlequinn(2,744)",Pilsner Urquell,21-Jan-03,3.2,7,3,6,4,12
3930,Voivod(304),Pilsner Urquell,25-Feb-03,4.2,10,4,7,5,16
3939,"mds(2,256)",Pilsner Urquell,22-Feb-03,4.0,8,3,8,4,17
3941,nigos(631),Pilsner Urquell,12-Jan-03,3.7,7,4,7,4,15
3942,"Crit(4,553)",Pilsner Urquell,11-Jan-03,3.2,6,3,6,4,13
3945,"Vac(2,445)",Pilsner Urquell,12-Aug-04,3.4,7,3,7,3,14
3946,MikeF(538),Pilsner Urquell,05-Jan-03,3.5,6,4,6,4,15
3953,booyaatribe(453),Pilsner Urquell,31-Dec-02,4.0,8,4,8,5,15
3955,hayden1215(321),Pilsner Urquell,10-Jul-03,3.8,7,3,8,4,16
3967,"BückDich(5,464)",Pilsner Urquell,18-Dec-02,3.5,7,4,7,3,14
3968,grant(842),Pilsner Urquell,18-Dec-02,3.4,6,3,7,4,14
3971,"Radek Kliber(7,942)",Pilsner Urquell,14-Dec-02,4.1,7,4,8,5,17
3979,LoveCaissa(873),Pilsner Urquell,03-Dec-02,3.7,7,3,8,4,15
3981,"CapFlu(5,136)",Pilsner Urquell,01-Mar-03,3.4,7,2,7,4,14
3983,"jerohen(2,619)",Pilsner Urquell,30-Jul-07,4.1,8,4,9,4,16
3984,"caesar(7,642)",Pilsner Urquell,12-Dec-03,3.5,8,3,6,3,15
3986,"Slick(1,970)",Pilsner Urquell,24-Nov-02,4.5,8,5,9,5,18
3989,"DaSilky1(2,607)",Pilsner Urquell,23-Feb-03,2.6,5,3,5,3,10
3991,DrunkAsASkunk(847),Pilsner Urquell,17-Nov-02,1.9,4,2,4,2,7
3995,jpknight22(171),Pilsner Urquell,10-May-04,4.0,8,5,8,5,14
3996,"OlJuntan64(1,264)",Pilsner Urquell,12-Nov-02,3.1,7,2,6,3,13
3997,"Hansen(8,769)",Pilsner Urquell,07-Nov-02,4.1,8,4,9,3,17
4006,"johninmelb(1,131)",Pilsner Urquell,21-Oct-02,3.0,7,4,5,3,11
4008,MOboy(510),Pilsner Urquell,15-Oct-02,4.0,7,5,9,4,15
4009,"eczematic(1,332)",Pilsner Urquell,14-Oct-02,4.4,8,5,9,5,17
4010,"Kaya161(1,142)",Pilsner Urquell,14-Oct-02,3.4,5,4,6,4,15
4011,"joet(2,898)",Pilsner Urquell,13-Oct-02,1.9,3,3,4,2,7
4012,Aggie80(895),Pilsner Urquell,04-Jan-04,4.2,8,5,8,5,16
4013,"beerguy101(5,360)",Pilsner Urquell,09-Oct-02,3.4,6,4,6,3,15
4016,Uglyradio(790),Pilsner Urquell,02-Oct-02,3.9,7,4,7,4,17
4017,caledonian(367),Pilsner Urquell,28-Sep-02,2.4,3,4,5,2,10
4019,Duffbeer(192),Pilsner Urquell,25-Sep-02,3.4,6,3,6,3,16
4022,"duff(5,045)",Pilsner Urquell,13-Mar-04,4.0,8,4,8,4,16
4024,urbnhautebourg(997),Pilsner Urquell,19-Sep-02,3.9,7,5,7,4,16
4027,"mrkimchee(1,414)",Pilsner Urquell,18-Sep-02,3.9,7,4,8,4,16
4033,"hopscotch(11,918)",Pilsner Urquell,16-Sep-02,3.4,6,3,7,4,14
4034,"Nuffield(4,372)",Pilsner Urquell,15-Sep-02,3.2,6,3,7,4,12
4035,"RichardGretton(5,313)",Pilsner Urquell,14-Sep-02,3.7,8,4,7,3,15
4036,beerslayer(753),Pilsner Urquell,13-Sep-02,2.8,6,3,6,3,10
4037,"YogiBeera(2,570)",Pilsner Urquell,23-Mar-05,2.9,6,3,6,2,12
4039,"madsberg(11,906)",Pilsner Urquell,23-May-04,3.8,7,4,8,4,15
4040,dhurtubise(568),Pilsner Urquell,09-Sep-02,3.7,6,5,7,4,15
4041,ultraspank(867),Pilsner Urquell,09-Sep-02,4.5,10,3,10,4,18
4043,"TheBeerGod(6,415)",Pilsner Urquell,11-Jun-05,3.2,6,3,7,3,13
4046,Admiral(524),Pilsner Urquell,05-Sep-02,4.3,8,4,9,4,18
4047,"Panzuriel(2,662)",Pilsner Urquell,09-Apr-03,2.8,5,3,6,2,12
4052,FastEddie(230),Pilsner Urquell,27-Aug-02,4.1,6,5,9,4,17
4053,"Braudog(7,989)",Pilsner Urquell,27-Aug-02,4.3,8,5,9,5,16
4055,daalamar(406),Pilsner Urquell,24-Aug-02,2.8,4,4,5,2,13
4057,"gws57(1,275)",Pilsner Urquell,22-Aug-02,2.6,4,4,5,3,10
4058,zborgerd(187),Pilsner Urquell,17-Apr-04,3.1,5,3,5,4,14
4059,"Dickinsonbeer(5,073)",Pilsner Urquell,07-Nov-04,4.5,9,5,8,5,18
4061,Hugerat(452),Pilsner Urquell,03-May-03,3.6,6,4,7,4,15
4062,"Gusler(2,653)",Pilsner Urquell,17-Aug-02,3.8,7,4,7,4,16
4069,"presario(4,914)",Pilsner Urquell,12-Aug-02,3.7,7,4,7,4,15
4073,KingPinHead(390),Pilsner Urquell,11-Aug-02,3.8,7,4,7,4,16
4076,"dirtymike(2,016)",Pilsner Urquell,05-Aug-02,3.4,7,3,6,3,15
4077,"leaparsons(12,356)",Pilsner Urquell,04-Aug-02,3.7,7,3,8,4,15
4078,grant60(185),Pilsner Urquell,03-Aug-02,2.7,6,3,5,3,10
4079,blank(996),Pilsner Urquell,26-Jul-02,3.0,7,4,6,2,11
4080,"austinpowers(2,835)",Pilsner Urquell,25-Jul-02,4.1,7,3,9,4,18
4081,007lund(92),Pilsner Urquell,24-Jul-02,3.1,5,4,5,3,14
4083,"Joeh(2,049)",Pilsner Urquell,22-Jul-02,3.5,7,4,6,4,14
4084,MadMan(495),Pilsner Urquell,22-Jul-02,3.7,6,4,7,4,16
4085,"papajohn(1,250)",Pilsner Urquell,22-Jun-07,3.4,5,4,7,4,14
4091,Aesir(130),Pilsner Urquell,17-Jul-02,3.3,6,3,7,2,15
4093,"Volgon(2,761)",Pilsner Urquell,30-Aug-06,3.2,6,3,6,4,13
4095,"Mads Langtved(2,240)",Pilsner Urquell,09-Jul-02,4.0,8,3,9,4,16
4100,"bierkoning(18,267)",Pilsner Urquell,03-Jul-02,3.4,7,4,6,4,13
4101,"IslandHaole(1,302)",Pilsner Urquell,02-Jul-02,3.8,9,3,7,3,16
4102,cathcacr(652),Pilsner Urquell,26-Mar-14,4.4,8,3,10,5,18
4104,npdempse(934),Pilsner Urquell,01-Jul-02,3.7,7,4,7,4,15
4107,"JPDIPSO(6,608)",Pilsner Urquell,21-Jun-02,4.0,9,3,8,3,17
4110,"AceOfHearts(1,374)",Pilsner Urquell,21-Jun-02,3.3,7,3,6,4,13
4112,Gunshy(479),Pilsner Urquell,20-Jun-02,3.0,6,3,5,2,14
4113,"JohnC(3,007)",Pilsner Urquell,20-Jun-02,3.9,7,4,7,4,17
4117,hennes(934),Pilsner Urquell,16-Jun-02,3.4,6,4,6,4,14
4118,Linc(740),Pilsner Urquell,16-Jun-02,3.7,7,3,7,4,16
4120,MaxPower(961),Pilsner Urquell,04-Jul-03,4.0,8,3,8,4,17
4121,winkle(478),Pilsner Urquell,10-Jun-02,3.3,6,3,6,3,15
4123,"Prostman(1,077)",Pilsner Urquell,30-May-02,2.7,2,3,5,3,14
4125,"jazz88(2,688)",Pilsner Urquell,27-May-02,3.1,6,2,7,3,13
4135,"ElGaucho(2,401)",Pilsner Urquell,03-May-02,4.4,9,4,9,4,18
4138,"TChrome(1,497)",Pilsner Urquell,01-May-02,3.6,7,4,7,3,15
4143,SJP(483),Pilsner Urquell,21-Apr-02,3.9,7,4,9,5,14
4144,"Davhgbrew(1,071)",Pilsner Urquell,30-Mar-14,3.2,4,2,7,2,17
4145,HarmonKill-a-Brew(407),Pilsner Urquell,03-Jun-07,2.6,5,3,4,3,11
4150,"JoeM500(1,909)",Pilsner Urquell,14-Apr-02,2.4,4,2,4,2,12
4151,bluemeow76(693),Pilsner Urquell,14-Apr-02,0.9,1,2,2,1,3
4152,"Dogbrick(17,760)",Pilsner Urquell,14-Apr-02,0.9,1,2,2,1,3
4156,Tom Servo(424),Pilsner Urquell,08-Apr-02,2.4,4,4,3,2,11
4167,"Bov(14,984)",Pilsner Urquell,19-Mar-02,3.4,5,4,7,4,14
4168,"radiomgb(2,686)",Pilsner Urquell,16-Feb-07,3.9,8,3,8,3,17
4176,"Suttree(7,120)",Pilsner Urquell,07-Mar-02,3.2,5,4,5,4,14
4179,TheBeerCollector(633),Pilsner Urquell,03-Mar-02,2.9,4,3,4,3,15
4181,Ringo(964),Pilsner Urquell,28-Feb-02,4.3,9,4,8,4,18
4182,thebaron99(135),Pilsner Urquell,26-Feb-02,4.3,8,5,9,4,17
4183,"estoppel(1,028)",Pilsner Urquell,29-Jun-08,4.0,8,3,8,4,17
4185,"BeerLimey(2,277)",Pilsner Urquell,28-May-03,4.4,9,5,8,4,18
4190,"Drew(2,411)",Pilsner Urquell,18-Feb-02,3.2,5,4,7,3,13
4191,Nesta13(205),Pilsner Urquell,17-Feb-02,3.9,7,4,8,4,16
4193,"jbrus(4,987)",Pilsner Urquell,16-Feb-02,4.1,8,5,8,4,16
4197,"argo0(14,126)",Pilsner Urquell,13-Feb-02,3.8,7,4,8,4,15
4198,"kmeves(1,098)",Pilsner Urquell,21-Feb-08,3.3,6,4,6,3,14
4199,"pivo(2,691)",Pilsner Urquell,12-Feb-02,4.1,8,4,8,4,17
4207,"Darkover(1,562)",Pilsner Urquell,28-Jun-05,2.9,3,3,7,3,13
4209,mutant(854),Pilsner Urquell,25-Jan-02,2.4,2,4,6,2,10
4211,carlitos99(184),Pilsner Urquell,24-Jan-02,3.5,6,4,8,3,14
4212,40oz(181),Pilsner Urquell,22-Jan-02,3.0,6,3,6,3,12
4214,Brian(145),Pilsner Urquell,13-Jan-02,4.5,9,3,9,5,19
4215,"heykevin(1,281)",Pilsner Urquell,12-Jan-02,3.5,7,4,7,3,14
4216,"JFGrind(2,265)",Pilsner Urquell,11-Jan-02,3.3,4,4,6,4,15
4221,albert007(415),Pilsner Urquell,02-Jan-02,3.3,6,3,6,4,14
4222,Dragonblaze99(353),Pilsner Urquell,29-Dec-01,2.6,5,3,5,3,10
4223,"BillKismet(4,592)",Pilsner Urquell,28-Dec-01,1.7,3,2,3,2,7
4230,"NJBeerman013(1,054)",Pilsner Urquell,19-Dec-01,3.2,6,3,6,3,14
4244,"igneous1(1,556)",Pilsner Urquell,08-Feb-07,3.9,8,4,7,4,16
4245,"obxdude10(2,511)",Pilsner Urquell,22-Nov-01,3.7,7,3,7,3,17
4248,jayme9874(756),Pilsner Urquell,19-Nov-01,3.8,8,3,8,3,16
4250,"Andrew196(2,408)",Pilsner Urquell,15-Nov-01,1.9,4,4,3,1,7
4255,"legion242(2,345)",Pilsner Urquell,11-Oct-01,3.6,7,3,7,4,15
4261,"motelpogo(7,698)",Pilsner Urquell,20-Nov-04,4.3,8,4,9,5,17
4264,"MilkmanDan(1,942)",Pilsner Urquell,25-Sep-01,3.3,5,5,6,4,13
4268,"Hildigöltur(5,102)",Pilsner Urquell,22-Sep-01,3.5,7,3,7,4,14
4269,mwesth(279),Pilsner Urquell,20-Sep-01,4.6,9,5,9,4,19
4276,"21iceman40(1,735)",Pilsner Urquell,31-Aug-01,2.7,5,3,5,3,11
4278,"HighlanderOne(1,457)",Pilsner Urquell,25-Aug-01,4.5,10,5,8,5,17
4279,ravidesai(985),Pilsner Urquell,22-Aug-01,2.8,4,3,7,3,11
4281,K-V-F-L(291),Pilsner Urquell,18-Aug-01,3.7,8,4,7,4,14
4283,"dolemike1(1,287)",Pilsner Urquell,14-Aug-01,3.5,6,4,7,4,14
4288,fishman(350),Pilsner Urquell,29-Jul-01,3.3,7,4,7,3,12
4292,Delbomber(387),Pilsner Urquell,21-Jul-01,3.5,6,4,7,4,14
4295,"muzzlehatch(4,975)",Pilsner Urquell,11-Dec-05,3.3,6,4,7,3,13
4296,canary dog(831),Pilsner Urquell,15-Jun-01,4.7,8,5,10,4,20
4299,"fraternie(1,115)",Pilsner Urquell,07-Nov-10,3.3,7,3,6,4,13
4300,"Indra(2,711)",Pilsner Urquell,14-Mar-04,3.5,7,3,7,3,15
4303,Shadallion(534),Pilsner Urquell,05-May-01,4.3,8,5,7,5,18
4305,dins(266),Pilsner Urquell,14-Apr-01,4.0,6,4,9,5,16
4311,Sammys(427),Pilsner Urquell,17-Sep-00,4.2,8,4,9,4,17
4315,"PhillyBeer2112(3,236)",Pilsner Urquell,31-Oct-20,4.4,9,4,9,4,18
4320,"Aubrey(3,516)",Pilsner Urquell,13-May-00,4.1,9,3,8,4,17
1,BitterTamer20(412),Kozel Černý (Dark) 10°,13-Jun-21,3.3,7,3,7,3,13
8,"Wolfbass(1,340)",Kozel Černý (Dark) 10°,21-Apr-21,3.0,6,3,6,3,12
9,defabant(451),Kozel Černý (Dark) 10°,21-Apr-21,2.5,4,3,5,1,12
27,miggle(587),Kozel Černý (Dark) 10°,24-Aug-20,2.8,5,3,6,3,11
33,"blankboy(9,101)",Kozel Černý (Dark) 10°,04-Jul-20,3.3,7,4,6,3,13
34,"lkowalkowski(1,372)",Kozel Černý (Dark) 10°,25-Jun-20,3.1,6,3,6,3,13
37,GreenCat(523),Kozel Černý (Dark) 10°,30-May-20,3.0,6,3,6,2,13
39,"dantomlinson(1,455)",Kozel Černý (Dark) 10°,24-May-20,2.6,5,3,5,2,11
40,klukas(900),Kozel Černý (Dark) 10°,02-May-20,3.0,6,3,7,3,11
51,"olsvammel(8,049)",Kozel Černý (Dark) 10°,01-Dec-19,3.5,6,4,7,4,14
55,pityu(911),Kozel Černý (Dark) 10°,21-Nov-19,2.6,5,2,5,3,11
58,"ricardostercios(1,308)",Kozel Černý (Dark) 10°,06-Nov-19,2.8,6,3,5,3,11
63,"kolemkoukolem(2,319)",Kozel Černý (Dark) 10°,30-Sep-19,2.7,6,3,5,2,11
71,CiderChamp44(352),Kozel Černý (Dark) 10°,19-Aug-19,3.3,5,4,7,5,12
75,"elosop(1,049)",Kozel Černý (Dark) 10°,23-Jul-19,2.4,2,4,5,3,10
76,pijepiwo(986),Kozel Černý (Dark) 10°,20-Jul-19,3.4,6,4,7,3,14
77,"biir(2,879)",Kozel Černý (Dark) 10°,13-Jul-19,2.9,6,3,5,3,12
78,"johndoughty(6,946)",Kozel Černý (Dark) 10°,26-Jun-19,3.9,6,4,8,4,17
86,NobleTeam26(760),Kozel Černý (Dark) 10°,02-Jun-19,4.0,8,4,8,4,16
88,"rodenbach99(4,842)",Kozel Černý (Dark) 10°,12-May-19,3.3,6,3,7,3,14
95,"janubio(1,597)",Kozel Černý (Dark) 10°,17-Apr-19,3.6,6,4,6,4,16
96,"JStax(10,651)",Kozel Černý (Dark) 10°,16-Apr-19,3.0,6,5,5,4,10
98,6bahudy9(341),Kozel Černý (Dark) 10°,12-Apr-19,3.1,6,4,6,2,13
100,fredthecat(527),Kozel Černý (Dark) 10°,31-Mar-19,2.3,4,3,4,1,11
102,"sparta(2,460)",Kozel Černý (Dark) 10°,24-Mar-19,2.8,6,3,6,3,10
106,"borowik(1,132)",Kozel Černý (Dark) 10°,22-Feb-19,2.6,5,3,5,3,10
109,"Wim(5,480)",Kozel Černý (Dark) 10°,01-Feb-19,2.3,5,3,4,3,8
113,"Benzai(20,022)",Kozel Černý (Dark) 10°,04-Nov-18,3.4,7,3,7,3,14
115,"BVery(13,633)",Kozel Černý (Dark) 10°,27-Oct-18,2.7,5,3,5,3,11
119,"nathanvc(3,596)",Kozel Černý (Dark) 10°,10-Sep-18,3.2,7,3,6,2,14
121,"DraftPours23(2,293)",Kozel Černý (Dark) 10°,04-Sep-18,3.4,7,3,6,4,14
125,sephyrott(677),Kozel Černý (Dark) 10°,26-Aug-18,2.9,6,4,6,2,11
126,panda_brewmaster(808),Kozel Černý (Dark) 10°,29-Aug-18,3.6,7,4,7,4,14
128,"BeerVegard(1,124)",Kozel Černý (Dark) 10°,03-Aug-18,2.8,5,4,5,4,10
130,"TedE(2,366)",Kozel Černý (Dark) 10°,28-Jul-18,2.9,5,3,6,3,12
132,Flag08(458),Kozel Černý (Dark) 10°,12-Sep-18,3.2,7,3,6,3,13
133,BojanM(313),Kozel Černý (Dark) 10°,24-Jun-18,2.4,4,4,5,2,9
137,"franclh(3,853)",Kozel Černý (Dark) 10°,06-Jun-18,2.5,5,2,5,2,11
139,"DoctorHU(1,641)",Kozel Černý (Dark) 10°,02-Jun-18,3.0,6,3,6,3,12
141,"maciejgmaciej(2,311)",Kozel Černý (Dark) 10°,27-Apr-20,2.8,5,3,6,3,11
145,as1999(407),Kozel Černý (Dark) 10°,14-Dec-18,3.8,8,4,8,4,14
147,"motthes(1,316)",Kozel Černý (Dark) 10°,25-Apr-18,1.8,4,3,4,3,4
155,Rhombic(366),Kozel Černý (Dark) 10°,29-Mar-18,3.0,7,4,6,2,11
159,"bkurtz(1,329)",Kozel Černý (Dark) 10°,14-Mar-18,3.3,7,4,6,3,13
160,mkcmagico(996),Kozel Černý (Dark) 10°,29-Mar-21,1.8,3,3,5,2,5
165,"Suco(1,142)",Kozel Černý (Dark) 10°,23-Feb-18,3.4,6,4,7,3,14
167,"biilz(1,382)",Kozel Černý (Dark) 10°,15-Feb-18,3.4,7,3,7,4,13
170,"teddybeer(5,485)",Kozel Černý (Dark) 10°,22-Jan-18,3.3,6,3,7,3,14
173,Radubrew(228),Kozel Černý (Dark) 10°,16-Jan-18,2.7,5,4,5,3,10
176,"Bijl(1,430)",Kozel Černý (Dark) 10°,08-Jan-18,3.4,7,3,7,3,14
177,"wombat23(3,363)",Kozel Černý (Dark) 10°,03-Jan-18,2.5,5,4,5,3,8
179,"Tasche39(1,076)",Kozel Černý (Dark) 10°,29-Dec-17,3.8,7,3,7,4,17
183,"ectuohy27(1,748)",Kozel Černý (Dark) 10°,06-Dec-17,2.4,5,3,3,3,10
186,"bilcho1(1,442)",Kozel Černý (Dark) 10°,21-Nov-17,3.2,5,4,6,4,13
187,k_gadeberg(874),Kozel Černý (Dark) 10°,17-Nov-17,1.6,4,4,2,2,4
193,"VDuquerroux(4,006)",Kozel Černý (Dark) 10°,10-Oct-17,3.5,8,4,6,3,14
203,"Grima(2,510)",Kozel Černý (Dark) 10°,04-Sep-17,4.1,8,4,8,4,17
206,browarpapi(821),Kozel Černý (Dark) 10°,19-Aug-17,3.5,7,4,8,4,12
208,djcampbell(944),Kozel Černý (Dark) 10°,23-Jan-18,3.0,7,3,6,2,12
211,"jesperhammer(6,439)",Kozel Černý (Dark) 10°,04-Aug-17,2.5,5,3,5,2,10
214,"DrNosha(6,192)",Kozel Černý (Dark) 10°,16-Jul-17,2.8,6,4,5,3,10
216,"blackisle(4,240)",Kozel Černý (Dark) 10°,10-Jul-17,3.5,8,4,8,3,12
217,kybo92(114),Kozel Černý (Dark) 10°,08-Jul-17,1.8,3,3,3,3,6
220,MarcoBasile(590),Kozel Černý (Dark) 10°,26-Jun-17,2.6,5,3,5,3,10
221,"AleMuse25(1,055)",Kozel Černý (Dark) 10°,19-Jun-17,3.0,8,3,4,3,12
223,gaara1221(890),Kozel Černý (Dark) 10°,12-Jun-17,2.8,6,2,6,3,11
225,"adamnase(1,437)",Kozel Černý (Dark) 10°,28-May-17,2.7,5,3,6,3,10
228,"macca147(1,839)",Kozel Černý (Dark) 10°,14-May-17,3.3,7,4,6,3,13
231,Acaro(472),Kozel Černý (Dark) 10°,18-Apr-17,2.5,4,4,5,3,9
232,kalunapz(503),Kozel Černý (Dark) 10°,15-Apr-17,3.5,7,4,7,3,14
236,"phfyysik(2,441)",Kozel Černý (Dark) 10°,04-Apr-17,2.1,4,3,3,3,8
238,"efeesse(1,209)",Kozel Černý (Dark) 10°,29-Mar-17,2.2,5,4,4,4,5
239,"PilsnerDoctor32(2,003)",Kozel Černý (Dark) 10°,27-Mar-17,2.2,5,3,5,2,7
242,"erling1000(1,436)",Kozel Černý (Dark) 10°,18-Mar-17,3.5,7,5,6,5,12
243,Maits(850),Kozel Černý (Dark) 10°,13-Mar-17,2.9,6,3,6,3,11
245,Pallleon(508),Kozel Černý (Dark) 10°,02-Mar-17,3.5,8,3,8,3,13
246,vlada94(541),Kozel Černý (Dark) 10°,02-Mar-17,3.4,6,4,6,4,14
247,"Skarecrow(1,734)",Kozel Černý (Dark) 10°,28-Feb-17,2.5,5,3,5,2,10
248,PintjeFritz(712),Kozel Černý (Dark) 10°,25-Feb-17,1.7,4,3,3,2,5
253,"Cristobal37(2,217)",Kozel Černý (Dark) 10°,12-Apr-17,3.5,6,5,7,3,14
254,"izikk(1,055)",Kozel Černý (Dark) 10°,14-Feb-17,2.5,5,3,5,2,10
257,kamilinho(733),Kozel Černý (Dark) 10°,05-Feb-17,3.1,6,3,7,3,12
258,"jandorris(1,048)",Kozel Černý (Dark) 10°,28-Jan-17,2.5,5,2,5,3,10
262,"BuckeyeBoy(13,957)",Kozel Černý (Dark) 10°,16-Jan-17,3.0,5,4,4,4,13
266,"PowY(3,459)",Kozel Černý (Dark) 10°,21-Dec-16,3.2,7,4,6,3,12
272,"Karstenborg(1,711)",Kozel Černý (Dark) 10°,06-Nov-16,3.1,6,3,7,3,12
273,"StueyD(1,586)",Kozel Černý (Dark) 10°,01-Nov-16,2.8,6,3,5,3,11
275,"Lonick(2,706)",Kozel Černý (Dark) 10°,10-Oct-16,3.2,7,4,6,3,12
276,"creppyiceman(3,498)",Kozel Černý (Dark) 10°,08-Oct-16,3.3,6,3,7,3,14
277,"Hoppy_Luke(2,475)",Kozel Černý (Dark) 10°,06-Oct-16,3.0,6,3,6,3,12
282,"wigglyworm99(2,078)",Kozel Černý (Dark) 10°,16-Sep-16,3.2,7,4,6,3,12
283,KoRoBeNiKi(157),Kozel Černý (Dark) 10°,12-Sep-16,3.5,6,4,6,4,15
287,"JorgeLee(2,925)",Kozel Černý (Dark) 10°,03-Sep-16,2.6,6,4,4,2,10
288,"goozen(4,894)",Kozel Černý (Dark) 10°,30-Aug-16,3.3,5,3,7,3,15
289,"tricksta_p(9,606)",Kozel Černý (Dark) 10°,20-Aug-16,2.6,6,3,5,2,10
290,"Bitek(1,291)",Kozel Černý (Dark) 10°,06-Aug-18,2.5,5,3,4,3,10
292,"mice(2,153)",Kozel Černý (Dark) 10°,10-Aug-16,3.2,7,3,7,3,12
297,"Turtles(3,710)",Kozel Černý (Dark) 10°,01-Aug-16,3.3,6,4,6,4,13
299,"17wojownik(1,351)",Kozel Černý (Dark) 10°,27-Jul-16,3.7,7,3,8,4,15
300,"ruigo(3,079)",Kozel Černý (Dark) 10°,25-Jul-16,2.8,6,2,7,2,11
302,"Ritzn(3,777)",Kozel Černý (Dark) 10°,19-Jul-16,3.2,6,5,6,4,11
304,"SinH4(12,986)",Kozel Černý (Dark) 10°,15-Jul-16,2.7,5,4,5,3,10
305,"King_Alex_II(1,227)",Kozel Černý (Dark) 10°,14-Jul-16,3.2,5,4,7,3,13
306,"adasko(2,233)",Kozel Černý (Dark) 10°,12-Jul-16,2.9,6,3,5,3,12
307,Demens(766),Kozel Černý (Dark) 10°,10-Jul-16,2.5,5,2,5,2,11
308,"nybol(4,129)",Kozel Černý (Dark) 10°,01-Jul-16,3.1,6,3,5,3,14
309,"Mister_Li(2,639)",Kozel Černý (Dark) 10°,25-Jun-16,2.7,5,3,6,3,10
312,"Fules(1,865)",Kozel Černý (Dark) 10°,06-Jun-16,2.5,5,4,5,3,8
315,graziano85(698),Kozel Černý (Dark) 10°,02-Jun-16,3.5,6,4,7,3,15
316,"kapusil(2,081)",Kozel Černý (Dark) 10°,29-May-16,3.4,6,4,6,4,14
318,UFleku(55),Kozel Černý (Dark) 10°,28-May-16,3.5,6,4,7,3,15
319,"Niller(1,706)",Kozel Černý (Dark) 10°,21-May-16,2.6,5,3,5,3,10
320,"note666(1,472)",Kozel Černý (Dark) 10°,18-May-16,2.3,5,2,5,2,9
321,"MetalMurphy(1,419)",Kozel Černý (Dark) 10°,16-May-16,2.6,5,3,5,3,10
